aptNm,aptSeq,excluUseAr,dealYear,dealMonth,dealDay,dealAmount,buildYear,umdNm,sggCd,floor,dealDate
래미안상도3차,11590-127,164.91,2021,2,5,171200,2004,상도동,11590,12,2021-02-05
e편한세상상도노빌리티,11590-4879,84.9704,2021,2,9,160000,2018,상도동,11590,18,2021-02-09
두산위브트레지움2차,11590-4495,84.864,2021,2,1,145000,2016,상도동,11590,19,2021-02-01
상도휴엔하임,11590-4526,14.7,2021,3,24,15000,2016,상도동,11590,9,2021-03-24
상도휴엔하임,11590-4526,14.7,2021,3,23,15500,2016,상도동,11590,12,2021-03-23
상도휴엔하임,11590-4526,14.7,2021,3,29,15500,2016,상도동,11590,13,2021-03-29
상도동래미안1차,11590-22,84.959,2021,3,18,116000,2004,상도동,11590,5,2021-03-18
대림아파트,11590-85,84.89,2021,3,20,81000,1995,상도동,11590,2,2021-03-20
상도더샵2차,11590-4206,84.99,2021,3,20,125000,2014,상도동,11590,9,2021-03-20
경향렉스빌,11590-23,61.5494,2021,3,20,64500,2002,상도동,11590,2,2021-03-20
상도동삼호아파트,11590-13,84.52,2021,3,15,98000,1994,상도동,11590,15,2021-03-15
이수브라운스톤상도(527-0),11590-3441,84.99,2021,3,20,125800,2007,상도동,11590,13,2021-03-20
경향렉스빌,11590-23,61.5494,2021,3,19,65800,2002,상도동,11590,13,2021-03-19
대우유로카운티,11590-101,133.67,2021,3,16,100000,2003,상도동,11590,11,2021-03-16
중앙하이츠빌,11590-100,84.9883,2021,3,17,110000,2003,상도동,11590,14,2021-03-17
이수브라운스톤상도(527-0),11590-3441,84.99,2021,3,11,126000,2007,상도동,11590,4,2021-03-11
대림아파트,11590-85,84.89,2021,3,11,89000,1995,상도동,11590,8,2021-03-11
삼성래미안2,11590-102,114.738,2021,3,26,143000,2003,상도동,11590,5,2021-03-26
성우2차아파트,11590-217,75.6,2021,3,18,28000,1994,상도동,11590,2,2021-03-18
중앙하이츠빌,11590-100,84.9883,2021,3,28,104000,2003,상도동,11590,1,2021-03-28
상도1차갑을명가,11590-3356,84.38,2021,3,27,69000,2006,상도동,11590,8,2021-03-27
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2021,3,18,149000,2012,상도동,11590,5,2021-03-18
쌍용스윗닷홈,11590-99,59.578,2021,3,30,95000,2003,상도동,11590,4,2021-03-30
힐스테이트 상도 프레스티지,11590-4078,84.884,2021,3,13,134500,2013,상도동,11590,1,2021-03-13
성우아파트,11590-218,68.72,2021,3,12,25000,1993,상도동,11590,3,2021-03-12
상도팰리스,11590-123,84.86,2021,3,15,89000,2006,상도동,11590,8,2021-03-15
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2021,3,20,127500,2012,상도동,11590,6,2021-03-20
경향렉스빌,11590-23,58.7112,2021,3,15,68500,2002,상도동,11590,16,2021-03-15
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2021,3,1,150000,2012,상도동,11590,6,2021-03-01
쌍용스윗닷홈,11590-99,59.578,2021,3,18,65000,2003,상도동,11590,9,2021-03-18
상도두산위브,11590-3714,84.909,2021,3,18,129500,2010,상도동,11590,6,2021-03-18
e편한세상상도노빌리티,11590-4879,84.9546,2021,3,17,130020,2018,상도동,11590,8,2021-03-17
중앙하이츠빌,11590-100,123.6025,2021,3,5,117000,2003,상도동,11590,10,2021-03-05
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2021,3,2,150000,2012,상도동,11590,15,2021-03-02
다온아파트,11590-4728,48.88,2021,3,2,42000,2017,상도동,11590,3,2021-03-02
경향렉스빌,11590-23,58.7112,2021,3,7,70000,2002,상도동,11590,15,2021-03-07
e편한세상상도노빌리티,11590-4879,59.7827,2021,4,10,137700,2018,상도동,11590,21,2021-04-10
힐스테이트 상도 프레스티지,11590-4078,84.951,2021,4,29,147000,2013,상도동,11590,11,2021-04-29
건영,11590-9,114.96,2021,4,24,112000,1997,상도동,11590,17,2021-04-24
두산위브트레지움2차,11590-4495,59.7852,2021,4,29,130000,2016,상도동,11590,14,2021-04-29
힐스테이트 상도 프레스티지,11590-4078,84.951,2021,4,23,146000,2013,상도동,11590,8,2021-04-23
상도휴엔하임,11590-4526,14.7,2021,4,30,15900,2016,상도동,11590,11,2021-04-30
상도파크자이,11590-4642,71.252,2021,4,21,148000,2016,상도동,11590,9,2021-04-21
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2021,4,19,143000,2012,상도동,11590,2,2021-04-19
상도동래미안1차,11590-22,114.171,2021,4,24,138000,2004,상도동,11590,9,2021-04-24
푸른솔,11590-212,84.18,2021,4,27,30000,2003,상도동,11590,2,2021-04-27
상도휴엔하임,11590-4526,14.7,2021,4,14,14700,2016,상도동,11590,3,2021-04-14
현대(관악),11590-3295,58.59,2021,4,30,81000,1992,상도동,11590,12,2021-04-30
상도현대,11590-15,59.72,2021,4,17,77000,2003,상도동,11590,12,2021-04-17
중앙하이츠빌,11590-100,84.9883,2021,4,30,110000,2003,상도동,11590,12,2021-04-30
상도휴엔하임,11590-4526,14.7,2021,4,10,15000,2016,상도동,11590,5,2021-04-10
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2021,4,10,145000,2012,상도동,11590,2,2021-04-10
아이파크,11590-126,84.96,2021,4,9,118000,2004,상도동,11590,12,2021-04-09
래미안상도3차,11590-127,84.96,2021,4,8,129500,2004,상도동,11590,14,2021-04-08
경향렉스빌,11590-23,61.5494,2021,4,27,64500,2002,상도동,11590,2,2021-04-27
쌍용스윗닷홈,11590-99,84.954,2021,4,19,106000,2003,상도동,11590,1,2021-04-19
e편한세상상도노빌리티,11590-4879,59.7827,2021,4,15,137700,2018,상도동,11590,21,2021-04-15
대림아파트,11590-85,84.89,2021,4,20,93000,1995,상도동,11590,13,2021-04-20
래미안상도3차,11590-127,59.97,2021,4,26,112600,2004,상도동,11590,6,2021-04-26
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2021,4,17,139000,2012,상도동,11590,2,2021-04-17
상도파크자이,11590-4642,84.918,2021,4,3,160000,2016,상도동,11590,17,2021-04-03
종인아네스트,11590-3769,62.67,2021,4,15,46700,2011,상도동,11590,2,2021-04-15
동아,11590-11,83.09,2021,4,1,67500,1995,상도동,11590,3,2021-04-01
삼성래미안2,11590-102,59.886,2021,4,8,93800,2003,상도동,11590,4,2021-04-08
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2021,4,7,121000,2012,상도동,11590,16,2021-04-07
힐스테이트 상도 프레스티지,11590-4078,84.884,2021,4,3,136000,2013,상도동,11590,9,2021-04-03
상도1차갑을명가,11590-3356,78.0,2021,4,2,72000,2006,상도동,11590,10,2021-04-02
동아,11590-11,83.09,2021,5,22,65000,1995,상도동,11590,6,2021-05-22
현대201동,11590-18,97.77,2021,5,24,87000,1995,상도동,11590,9,2021-05-24
드림캐슬타워,11590-4988,15.598,2021,5,26,77068,2021,상도동,11590,8,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,8,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,8,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,8,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,8,2021-05-26
드림캐슬타워,11590-4988,10.288,2021,5,26,50480,2021,상도동,11590,8,2021-05-26
드림캐슬타워,11590-4988,11.819,2021,5,26,58418,2021,상도동,11590,8,2021-05-26
드림캐슬타워,11590-4988,14.776,2021,5,26,73124,2021,상도동,11590,8,2021-05-26
드림캐슬타워,11590-4988,10.156,2021,5,26,50240,2021,상도동,11590,8,2021-05-26
드림캐슬타워,11590-4988,15.598,2021,5,26,77068,2021,상도동,11590,9,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,9,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,9,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,9,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,9,2021-05-26
드림캐슬타워,11590-4988,10.288,2021,5,26,50480,2021,상도동,11590,9,2021-05-26
드림캐슬타워,11590-4988,11.819,2021,5,26,58418,2021,상도동,11590,9,2021-05-26
드림캐슬타워,11590-4988,14.776,2021,5,26,73124,2021,상도동,11590,9,2021-05-26
드림캐슬타워,11590-4988,10.156,2021,5,26,50240,2021,상도동,11590,9,2021-05-26
드림캐슬타워,11590-4988,15.598,2021,5,26,77068,2021,상도동,11590,10,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,10,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,10,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,10,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,10,2021-05-26
드림캐슬타워,11590-4988,10.288,2021,5,26,50480,2021,상도동,11590,10,2021-05-26
드림캐슬타워,11590-4988,11.819,2021,5,26,58418,2021,상도동,11590,10,2021-05-26
드림캐슬타워,11590-4988,14.776,2021,5,26,73124,2021,상도동,11590,10,2021-05-26
드림캐슬타워,11590-4988,10.156,2021,5,26,50240,2021,상도동,11590,10,2021-05-26
드림캐슬타워,11590-4988,15.598,2021,5,26,77068,2021,상도동,11590,11,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,11,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,11,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,11,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,11,2021-05-26
드림캐슬타워,11590-4988,10.288,2021,5,26,50480,2021,상도동,11590,11,2021-05-26
드림캐슬타워,11590-4988,11.819,2021,5,26,58418,2021,상도동,11590,11,2021-05-26
드림캐슬타워,11590-4988,14.776,2021,5,26,73124,2021,상도동,11590,11,2021-05-26
드림캐슬타워,11590-4988,10.156,2021,5,26,50240,2021,상도동,11590,11,2021-05-26
드림캐슬타워,11590-4988,15.598,2021,5,26,77068,2021,상도동,11590,12,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,12,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,12,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,12,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,12,2021-05-26
드림캐슬타워,11590-4988,10.288,2021,5,26,50480,2021,상도동,11590,12,2021-05-26
드림캐슬타워,11590-4988,11.819,2021,5,26,58418,2021,상도동,11590,12,2021-05-26
드림캐슬타워,11590-4988,14.776,2021,5,26,73124,2021,상도동,11590,12,2021-05-26
드림캐슬타워,11590-4988,10.156,2021,5,26,50240,2021,상도동,11590,12,2021-05-26
드림캐슬타워,11590-4988,15.598,2021,5,26,77068,2021,상도동,11590,13,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,13,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,13,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,13,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,13,2021-05-26
드림캐슬타워,11590-4988,10.288,2021,5,26,50480,2021,상도동,11590,13,2021-05-26
드림캐슬타워,11590-4988,11.819,2021,5,26,58418,2021,상도동,11590,13,2021-05-26
드림캐슬타워,11590-4988,14.776,2021,5,26,73124,2021,상도동,11590,13,2021-05-26
드림캐슬타워,11590-4988,10.156,2021,5,26,50240,2021,상도동,11590,13,2021-05-26
드림캐슬타워,11590-4988,15.598,2021,5,26,77068,2021,상도동,11590,14,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,14,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,14,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,14,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,14,2021-05-26
드림캐슬타워,11590-4988,10.288,2021,5,26,50480,2021,상도동,11590,14,2021-05-26
드림캐슬타워,11590-4988,11.819,2021,5,26,58418,2021,상도동,11590,14,2021-05-26
드림캐슬타워,11590-4988,14.776,2021,5,26,73124,2021,상도동,11590,14,2021-05-26
드림캐슬타워,11590-4988,10.156,2021,5,26,50240,2021,상도동,11590,14,2021-05-26
드림캐슬타워,11590-4988,15.598,2021,5,26,77068,2021,상도동,11590,15,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,15,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,15,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,15,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,15,2021-05-26
드림캐슬타워,11590-4988,10.288,2021,5,26,50480,2021,상도동,11590,15,2021-05-26
드림캐슬타워,11590-4988,11.819,2021,5,26,58418,2021,상도동,11590,15,2021-05-26
드림캐슬타워,11590-4988,14.776,2021,5,26,73124,2021,상도동,11590,15,2021-05-26
드림캐슬타워,11590-4988,10.156,2021,5,26,50240,2021,상도동,11590,15,2021-05-26
드림캐슬타워,11590-4988,15.598,2021,5,26,77068,2021,상도동,11590,16,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,16,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,16,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,16,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,16,2021-05-26
드림캐슬타워,11590-4988,10.288,2021,5,26,50480,2021,상도동,11590,16,2021-05-26
드림캐슬타워,11590-4988,11.819,2021,5,26,58418,2021,상도동,11590,16,2021-05-26
드림캐슬타워,11590-4988,14.776,2021,5,26,73124,2021,상도동,11590,16,2021-05-26
드림캐슬타워,11590-4988,10.156,2021,5,26,50240,2021,상도동,11590,16,2021-05-26
드림캐슬타워,11590-4988,15.598,2021,5,26,77068,2021,상도동,11590,17,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,17,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,17,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,17,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,17,2021-05-26
드림캐슬타워,11590-4988,10.288,2021,5,26,50480,2021,상도동,11590,17,2021-05-26
드림캐슬타워,11590-4988,11.819,2021,5,26,58418,2021,상도동,11590,17,2021-05-26
드림캐슬타워,11590-4988,14.776,2021,5,26,73124,2021,상도동,11590,17,2021-05-26
드림캐슬타워,11590-4988,10.156,2021,5,26,50240,2021,상도동,11590,17,2021-05-26
드림캐슬타워,11590-4988,15.598,2021,5,26,77068,2021,상도동,11590,18,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,18,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58393,2021,상도동,11590,18,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,18,2021-05-26
드림캐슬타워,11590-4988,11.915,2021,5,26,58392,2021,상도동,11590,18,2021-05-26
드림캐슬타워,11590-4988,10.288,2021,5,26,50480,2021,상도동,11590,18,2021-05-26
드림캐슬타워,11590-4988,11.819,2021,5,26,58418,2021,상도동,11590,18,2021-05-26
드림캐슬타워,11590-4988,14.776,2021,5,26,73124,2021,상도동,11590,18,2021-05-26
드림캐슬타워,11590-4988,10.156,2021,5,26,50240,2021,상도동,11590,18,2021-05-26
상도휴엔하임,11590-4526,14.7,2021,5,29,15300,2016,상도동,11590,13,2021-05-29
경향렉스빌,11590-23,61.5494,2021,5,28,72800,2002,상도동,11590,14,2021-05-28
두산위브트레지움2차,11590-4495,84.9736,2021,5,20,155000,2016,상도동,11590,20,2021-05-20
중앙하이츠빌,11590-100,84.9883,2021,5,22,115000,2003,상도동,11590,14,2021-05-22
포스코더샵,11590-3412,132.735,2021,5,31,150800,2007,상도동,11590,4,2021-05-31
래미안상도3차,11590-127,84.96,2021,5,28,135800,2004,상도동,11590,10,2021-05-28
현대201동,11590-18,97.77,2021,5,24,87000,1995,상도동,11590,9,2021-05-24
래미안상도3차,11590-127,114.97,2021,5,29,149500,2004,상도동,11590,3,2021-05-29
경향렉스빌,11590-23,84.5802,2021,5,15,82200,2002,상도동,11590,3,2021-05-15
중앙아파트,11590-20,82.4,2021,5,15,43000,2002,상도동,11590,1,2021-05-15
래미안상도3차,11590-127,84.96,2021,5,25,134500,2004,상도동,11590,15,2021-05-25
경향렉스빌,11590-23,84.5802,2021,5,10,84000,2002,상도동,11590,7,2021-05-10
상도동래미안1차,11590-22,114.171,2021,5,14,137000,2004,상도동,11590,6,2021-05-14
포스코더샵,11590-3412,132.735,2021,5,10,164000,2007,상도동,11590,12,2021-05-10
힐스테이트 상도 프레스티지,11590-4078,84.951,2021,5,15,143000,2013,상도동,11590,12,2021-05-15
상도파크자이,11590-4642,84.918,2021,5,6,169000,2016,상도동,11590,22,2021-05-06
동아,11590-11,83.09,2021,5,22,65000,1995,상도동,11590,6,2021-05-22
래미안상도3차,11590-127,114.97,2021,5,28,145000,2004,상도동,11590,11,2021-05-28
약수맨션,11590-17,108.63,2021,5,20,85000,1980,상도동,11590,10,2021-05-20
경향렉스빌,11590-23,61.5494,2021,5,7,68400,2002,상도동,11590,16,2021-05-07
래미안상도3차,11590-127,164.91,2021,5,10,180000,2004,상도동,11590,7,2021-05-10
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2021,5,25,150000,2012,상도동,11590,6,2021-05-25
래미안상도3차,11590-127,84.96,2021,5,17,129000,2004,상도동,11590,5,2021-05-17
포스코더샵,11590-3412,59.99,2021,5,4,117700,2007,상도동,11590,3,2021-05-04
이수브라운스톤상도(527-0),11590-3441,84.99,2021,5,7,128500,2007,상도동,11590,14,2021-05-07
중앙하이츠빌,11590-100,84.9883,2021,5,5,106000,2003,상도동,11590,6,2021-05-05
상도역롯데캐슬파크엘,11590-4993,59.9851,2021,5,21,84698,2021,상도동,11590,2,2021-05-21
상도파크자이,11590-4642,72.678,2021,5,13,145000,2016,상도동,11590,7,2021-05-13
e편한세상상도노빌리티,11590-4879,84.9704,2021,5,19,165000,2018,상도동,11590,16,2021-05-19
두산위브트레지움2차,11590-4495,84.864,2021,5,19,148900,2016,상도동,11590,19,2021-05-19
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2021,5,21,151000,2012,상도동,11590,5,2021-05-21
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2021,5,17,149000,2012,상도동,11590,9,2021-05-17
대림아파트,11590-85,84.89,2021,5,5,86500,1995,상도동,11590,1,2021-05-05
성우아파트,11590-218,72.0,2021,5,20,36000,1993,상도동,11590,3,2021-05-20
상도역롯데캐슬파크엘,11590-4993,59.9851,2021,5,19,120000,2021,상도동,11590,3,2021-05-19
정호백경,11590-143,80.73,2021,5,20,42000,2004,상도동,11590,11,2021-05-20
e편한세상상도노빌리티,11590-4879,84.9704,2021,5,18,155000,2018,상도동,11590,6,2021-05-18
상도동래미안1차,11590-22,84.959,2021,5,1,115000,2004,상도동,11590,19,2021-05-01
중앙하이츠빌,11590-100,84.9883,2021,5,2,110000,2003,상도동,11590,13,2021-05-02
이수브라운스톤상도(527-0),11590-3441,84.99,2021,5,10,112000,2007,상도동,11590,13,2021-05-10
상도동삼호아파트,11590-13,84.52,2021,5,2,96000,1994,상도동,11590,11,2021-05-02
힐스테이트 상도 프레스티지,11590-4078,84.884,2021,5,8,130000,2013,상도동,11590,1,2021-05-08
건영,11590-9,32.8,2021,5,4,59000,1997,상도동,11590,13,2021-05-04
상도타워A동,11590-3874,78.26,2021,6,12,33300,2005,상도동,11590,6,2021-06-12
상도동래미안1차,11590-22,114.171,2021,6,30,140000,2004,상도동,11590,10,2021-06-30
정호힐사이드,11590-156,83.51,2021,6,24,53000,2000,상도동,11590,3,2021-06-24
삼성래미안2,11590-102,59.886,2021,6,28,96000,2003,상도동,11590,11,2021-06-28
현대(관악),11590-3295,84.78,2021,6,23,102000,1992,상도동,11590,10,2021-06-23
상도파크자이,11590-4642,84.888,2021,6,25,170000,2016,상도동,11590,18,2021-06-25
포스코더샵,11590-3412,152.222,2021,6,26,164000,2007,상도동,11590,3,2021-06-26
상도파크자이,11590-4642,72.088,2021,6,30,160000,2016,상도동,11590,16,2021-06-30
힐스테이트 상도 센트럴파크,11590-3954,84.6099,2021,6,23,153500,2012,상도동,11590,14,2021-06-23
포스코더샵,11590-3412,59.96,2021,6,26,121900,2007,상도동,11590,6,2021-06-26
동원베네스트,11590-3577,84.97,2021,6,26,123000,2008,상도동,11590,2,2021-06-26
상도현대,11590-15,59.72,2021,6,26,80000,2003,상도동,11590,11,2021-06-26
포스코더샵,11590-3412,84.995,2021,6,19,145000,2007,상도동,11590,7,2021-06-19
현산푸른숲,11590-3394,140.72,2021,6,14,81000,2007,상도동,11590,1,2021-06-14
상도동래미안1차,11590-22,84.959,2021,6,16,122500,2004,상도동,11590,7,2021-06-16
힐스테이트 상도 프레스티지,11590-4078,84.884,2021,6,16,149000,2013,상도동,11590,8,2021-06-16
상도역롯데캐슬파크엘,11590-4993,74.9587,2021,6,30,120500,2021,상도동,11590,4,2021-06-30
동원베네스트,11590-3577,84.958,2021,6,14,126000,2008,상도동,11590,11,2021-06-14
래미안상도3차,11590-127,114.97,2021,6,17,160500,2004,상도동,11590,15,2021-06-17
아이파크,11590-126,84.96,2021,6,12,116000,2004,상도동,11590,6,2021-06-12
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2021,6,14,146000,2012,상도동,11590,10,2021-06-14
성우2차아파트,11590-217,73.19,2021,6,26,29500,1994,상도동,11590,2,2021-06-26
e편한세상상도노빌리티,11590-4879,59.7827,2021,6,9,137800,2018,상도동,11590,17,2021-06-09
힐스테이트 상도 센트럴파크,11590-3954,59.7754,2021,6,16,129000,2012,상도동,11590,10,2021-06-16
두산위브트레지움2차,11590-4495,84.9736,2021,6,15,149000,2016,상도동,11590,4,2021-06-15
e편한세상상도노빌리티,11590-4879,108.9843,2021,6,17,189200,2018,상도동,11590,27,2021-06-17
삼익,11590-12,59.93,2021,6,21,65500,1997,상도동,11590,12,2021-06-21
힐스테이트 상도 센트럴파크,11590-3954,84.7835,2021,6,19,147800,2012,상도동,11590,10,2021-06-19
상도파크자이,11590-4642,84.918,2021,6,16,169000,2016,상도동,11590,11,2021-06-16
상도동래미안1차,11590-22,84.959,2021,6,28,113000,2004,상도동,11590,2,2021-06-28
e편한세상상도노빌리티,11590-4879,59.7827,2021,6,9,136000,2018,상도동,11590,19,2021-06-09
상도타워A동,11590-3874,78.26,2021,6,12,33300,2005,상도동,11590,6,2021-06-12
래미안상도3차,11590-127,84.96,2021,6,13,133000,2004,상도동,11590,15,2021-06-13
건영,11590-9,32.8,2021,6,5,61900,1997,상도동,11590,8,2021-06-05
다온아파트,11590-4728,48.88,2021,6,9,43000,2017,상도동,11590,7,2021-06-09
포스코더샵,11590-3412,59.99,2021,6,9,115000,2007,상도동,11590,10,2021-06-09
이수브라운스톤상도(527-0),11590-3441,84.99,2021,6,5,128500,2007,상도동,11590,6,2021-06-05
쌍용스윗닷홈,11590-99,112.756,2021,6,10,120000,2003,상도동,11590,6,2021-06-10
삼성래미안2,11590-102,84.796,2021,6,16,113000,2003,상도동,11590,2,2021-06-16
e편한세상상도노빌리티,11590-4879,84.8746,2021,6,19,157000,2018,상도동,11590,21,2021-06-19
e편한세상상도노빌리티,11590-4879,84.8746,2021,6,19,157000,2018,상도동,11590,21,2021-06-19
상도파크자이,11590-4642,72.678,2021,6,3,148900,2016,상도동,11590,25,2021-06-03
아이파크,11590-126,84.96,2021,6,19,117500,2004,상도동,11590,9,2021-06-19
아이파크,11590-126,84.96,2021,6,6,112000,2004,상도동,11590,6,2021-06-06
경향렉스빌,11590-23,61.5494,2021,6,12,69000,2002,상도동,11590,5,2021-06-12
이수브라운스톤상도(527-0),11590-3441,84.99,2021,6,12,132700,2007,상도동,11590,3,2021-06-12
상도동래미안1차,11590-22,59.828,2021,6,5,102000,2004,상도동,11590,2,2021-06-05
중앙하이츠빌,11590-100,84.9794,2021,6,6,112000,2003,상도동,11590,3,2021-06-06
파크뷰아파트,11590-3671,79.44,2021,6,9,38700,2009,상도동,11590,4,2021-06-09
건영,11590-9,114.96,2021,6,4,120000,1997,상도동,11590,13,2021-06-04
파크뷰아파트,11590-3671,79.44,2021,6,5,33000,2009,상도동,11590,4,2021-06-05
힐스테이트 상도 센트럴파크,11590-3954,59.8758,2021,7,8,125000,2012,상도동,11590,14,2021-07-08
힐스테이트 상도 센트럴파크,11590-3954,59.8758,2021,7,8,125000,2012,상도동,11590,10,2021-07-08
중앙하이츠빌,11590-100,123.6025,2021,7,29,138000,2003,상도동,11590,21,2021-07-29
현대(관악),11590-3295,84.78,2021,7,26,103500,1992,상도동,11590,13,2021-07-26
삼성래미안2,11590-102,59.886,2021,7,29,96000,2003,상도동,11590,5,2021-07-29
이수브라운스톤상도(527-0),11590-3441,84.91,2021,7,24,127000,2007,상도동,11590,12,2021-07-24
상도현대,11590-15,59.72,2021,7,27,82500,2003,상도동,11590,9,2021-07-27
힐스테이트 상도 센트럴파크,11590-3954,118.2086,2021,7,13,183500,2012,상도동,11590,6,2021-07-13
상도동래미안1차,11590-22,114.171,2021,7,17,142500,2004,상도동,11590,7,2021-07-17
힐스테이트 상도 프레스티지,11590-4078,84.884,2021,7,24,147900,2013,상도동,11590,4,2021-07-24
힐스테이트 상도 프레스티지,11590-4078,84.951,2021,7,20,144500,2013,상도동,11590,2,2021-07-20
힐스테이트 상도 프레스티지,11590-4078,84.884,2021,7,10,150000,2013,상도동,11590,13,2021-07-10
힐스테이트 상도 센트럴파크,11590-3954,118.2086,2021,7,16,183000,2012,상도동,11590,13,2021-07-16
힐스테이트 상도 프레스티지,11590-4078,84.884,2021,7,12,150000,2013,상도동,11590,9,2021-07-12
이수브라운스톤상도(527-0),11590-3441,84.84,2021,7,14,138000,2007,상도동,11590,14,2021-07-14
힐스테이트 상도 센트럴파크,11590-3954,59.8758,2021,7,8,125000,2012,상도동,11590,14,2021-07-08
포스코더샵,11590-3412,84.995,2021,7,8,148000,2007,상도동,11590,12,2021-07-08
현대(관악),11590-3295,84.78,2021,7,14,101000,1992,상도동,11590,12,2021-07-14
두산위브트레지움2차,11590-4495,84.864,2021,7,15,154800,2016,상도동,11590,13,2021-07-15
두산위브트레지움2차,11590-4495,84.864,2021,7,20,155000,2016,상도동,11590,14,2021-07-20
중앙하이츠빌,11590-100,84.9883,2021,7,22,119500,2003,상도동,11590,7,2021-07-22
상도효성해링턴플레이스,11590-4559,84.9506,2021,7,15,132000,2016,상도동,11590,11,2021-07-15
상도휴엔하임,11590-4526,14.7,2021,7,9,15300,2016,상도동,11590,9,2021-07-09
이수브라운스톤상도(527-0),11590-3441,84.99,2021,7,6,141800,2007,상도동,11590,14,2021-07-06
